Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
BevCo,1128299,8/10/2023,West,Hawaii,Honolulu,Fanta,0.67,"1,420",951.40,361.53,0.38
Walmart,1128299,8/10/2023,West,Hawaii,Honolulu,Powerade,0.69,"1,470",1014.30,273.86,0.27
Walmart,1128299,8/10/2023,West,Hawaii,Honolulu,Dasani Water,0.72,880,633.60,335.81,0.53
Walmart,1128299,9/11/2023,West,Hawaii,Honolulu,Coca-Cola,0.62,"1,490",923.80,332.57,0.36
Walmart,1128299,9/11/2023,West,Hawaii,Honolulu,Diet Coke,0.69,"1,490",1028.10,339.27,0.33
Walmart,1128299,9/11/2023,West,Hawaii,Honolulu,Sprite,0.64,"1,050",672.00,262.08,0.39
Walmart,1128299,9/11/2023,West,Hawaii,Honolulu,Fanta,0.62,850,527.00,210.80,0.40
Walmart,1128299,9/11/2023,West,Hawaii,Honolulu,Powerade,0.71,910,646.10,193.83,0.30
Walmart,1128299,9/11/2023,West,Hawaii,Honolulu,Dasani Water,0.56,"1,050",588.00,311.64,0.53
Walmart,1128299,10/10/2023,West,Hawaii,Honolulu,Coca-Cola,0.52,"1,240",644.80,257.92,0.40
Walmart,1128299,10/10/2023,West,Hawaii,Honolulu,Diet Coke,0.61,"1,380",841.80,252.54,0.30
Walmart,1128299,10/10/2023,West,Hawaii,Honolulu,Sprite,0.56,870,487.20,170.52,0.35
Walmart,1128299,10/10/2023,West,Hawaii,Honolulu,Fanta,0.50,830,415.00,153.55,0.37
Walmart,1128299,10/10/2023,West,Hawaii,Honolulu,Powerade,0.63,700,441.00,123.48,0.28
Walmart,1128299,10/10/2023,West,Hawaii,Honolulu,Dasani Water,0.64,750,480.00,244.80,0.51
Walmart,1128299,11/10/2023,West,Hawaii,Honolulu,Coca-Cola,0.51,"1,580",805.80,298.15,0.37
Walmart,1128299,11/10/2023,West,Hawaii,Honolulu,Diet Coke,0.56,"1,680",940.80,301.06,0.32
Walmart,1128299,11/10/2023,West,Hawaii,Honolulu,Sprite,0.50,"1,230",615.00,246.00,0.40
Walmart,1128299,11/10/2023,West,Hawaii,Honolulu,Fanta,0.60,"1,040",624.00,243.36,0.39
Walmart,1128299,11/10/2023,West,Hawaii,Honolulu,Powerade,0.83,"1,130",937.90,281.37,0.30
Walmart,1128299,11/10/2023,West,Hawaii,Honolulu,Dasani Water,0.82,"1,400",1148.00,596.96,0.52
Walmart,1128299,12/9/2023,West,Hawaii,Honolulu,Coca-Cola,0.68,"1,890",1285.20,514.08,0.40
Walmart,1128299,12/9/2023,West,Hawaii,Honolulu,Diet Coke,0.77,"1,820",1401.40,420.42,0.30
FizzyCo,1128299,12/9/2023,West,Hawaii,Honolulu,Sprite,0.74,"1,350",999.00,349.65,0.35
FizzyCo,1128299,12/9/2023,West,Hawaii,Honolulu,Fanta,0.73,"1,450",1058.50,370.48,0.35
FizzyCo,1128299,12/9/2023,West,Hawaii,Honolulu,Powerade,0.84,"1,280",1075.20,279.55,0.26
FizzyCo,1128299,12/9/2023,West,Hawaii,Honolulu,Dasani Water,0.89,"1,420",1263.80,631.90,0.50
FizzyCo,1128299,1/17/2023,West,Hawaii,Honolulu,Coca-Cola,0.38,"1,150",437.00,187.91,0.43
FizzyCo,1128299,1/17/2023,West,Hawaii,Honolulu,Diet Coke,0.48,"1,230",590.40,206.64,0.35
FizzyCo,1128299,1/17/2023,West,Hawaii,Honolulu,Sprite,0.45,"1,230",553.50,226.94,0.41
FizzyCo,1128299,1/17/2023,West,Hawaii,Honolulu,Fanta,0.47,770,361.90,162.86,0.45
FizzyCo,1128299,1/17/2023,West,Hawaii,Honolulu,Powerade,0.54,680,367.20,110.16,0.30
FizzyCo,1128299,1/17/2023,West,Hawaii,Honolulu,Dasani Water,0.49,"1,240",607.60,358.48,0.59
FizzyCo,1128299,2/17/2023,West,Hawaii,Honolulu,Coca-Cola,0.36,"1,370",493.20,207.14,0.42
FizzyCo,1128299,2/17/2023,West,Hawaii,Honolulu,Diet Coke,0.49,"1,110",543.90,190.37,0.35
FizzyCo,1128299,2/17/2023,West,Hawaii,Honolulu,Sprite,0.49,"1,110",543.90,217.56,0.40
FizzyCo,1128299,2/17/2023,Southeast,Florida,Orlando,Fanta,0.45,740,333.00,146.52,0.44
FizzyCo,1128299,2/17/2023,Southeast,Florida,Orlando,Powerade,0.52,600,312.00,99.84,0.32
FizzyCo,1128299,2/17/2023,Southeast,Florida,Orlando,Dasani Water,0.47,"1,080",507.60,294.41,0.58
FizzyCo,1128299,3/16/2023,Southeast,Florida,Orlando,Coca-Cola,0.46,"1,600",736.00,301.76,0.41
FizzyCo,1128299,3/16/2023,Southeast,Florida,Orlando,Diet Coke,0.58,"1,000",580.00,220.40,0.38
FizzyCo,1128299,3/16/2023,Southeast,Florida,Orlando,Sprite,0.59,"1,150",678.50,291.76,0.43
FizzyCo,1128299,3/16/2023,Southeast,Florida,Orlando,Fanta,0.58,910,527.80,221.68,0.42
FizzyCo,1128299,3/16/2023,Southeast,Florida,Orlando,Powerade,0.61,440,268.40,88.57,0.33
FizzyCo,1128299,3/16/2023,Southeast,Florida,Orlando,Dasani Water,0.54,"1,010",545.40,327.24,0.60
Walmart,1128299,4/17/2023,Southeast,Florida,Orlando,Coca-Cola,0.62,"1,380",855.60,359.35,0.42
Walmart,1128299,4/17/2023,Southeast,Florida,Orlando,Diet Coke,0.66,980,646.80,226.38,0.35
Walmart,1128299,4/17/2023,Southeast,Florida,Orlando,Sprite,0.66,"1,200",792.00,324.72,0.41
Walmart,1128299,4/17/2023,Southeast,Florida,Orlando,Fanta,0.52,840,436.80,196.56,0.45
Walmart,1128299,4/17/2023,Southeast,Florida,Orlando,Powerade,0.59,580,342.20,119.77,0.35
Walmart,1128299,4/17/2023,Southeast,Florida,Orlando,Dasani Water,0.72,"1,090",784.80,470.88,0.60
Walmart,1128299,5/18/2023,Southeast,Florida,Orlando,Coca-Cola,0.58,"1,550",899.00,386.57,0.43
Walmart,1128299,5/18/2023,Southeast,Florida,Orlando,Diet Coke,0.60,"1,280",768.00,307.20,0.40
Walmart,1128299,5/18/2023,Southeast,Florida,Orlando,Sprite,0.59,"1,190",702.10,315.95,0.45
Walmart,1128299,5/18/2023,Southeast,Florida,Orlando,Fanta,0.59,880,519.20,223.26,0.43
Walmart,1128299,5/18/2023,Southeast,Florida,Orlando,Powerade,0.52,680,353.60,113.15,0.32
Walmart,1128299,5/18/2023,Southeast,Florida,Orlando,Dasani Water,0.67,"1,730",1159.10,672.28,0.58
Walmart,1128299,6/17/2023,Southeast,Florida,Orlando,Coca-Cola,0.61,"2,230",1360.30,612.14,0.45
Walmart,1128299,6/17/2023,Southeast,Florida,Orlando,Diet Coke,0.64,"2,030",1299.20,454.72,0.35
Walmart,1128299,6/17/2023,Southeast,Florida,Orlando,Sprite,0.80,"2,100",1680.00,722.40,0.43
Walmart,1128299,6/17/2023,Southeast,Florida,Orlando,Fanta,0.77,"1,550",1193.50,501.27,0.42
Walmart,1128299,6/17/2023,Southeast,Florida,Orlando,Powerade,0.89,"1,260",1121.40,358.85,0.32
Walmart,1128299,6/17/2023,Southeast,Florida,Orlando,Dasani Water,1.03,"2,180",2245.40,1257.42,0.56
Walmart,1128299,7/16/2023,Southeast,Florida,Orlando,Coca-Cola,0.83,"2,610",2166.30,953.17,0.44
Walmart,1128299,7/16/2023,Southeast,Florida,Orlando,Diet Coke,0.88,"2,250",1980.00,792.00,0.40
Walmart,1128299,7/16/2023,Southeast,Florida,Orlando,Sprite,0.86,"1,890",1625.40,715.18,0.44
Walmart,1128299,7/16/2023,Southeast,Florida,Orlando,Fanta,0.82,"1,800",1476.00,634.68,0.43
Walmart,1128299,7/16/2023,Southeast,Florida,Orlando,Powerade,0.89,"1,950",1735.50,555.36,0.32
Walmart,1128299,7/16/2023,Southeast,Florida,Orlando,Dasani Water,1.01,"1,630",1646.30,938.39,0.57
Walmart,1128299,8/17/2023,Southeast,Florida,Orlando,Coca-Cola,0.87,"2,130",1853.10,759.77,0.41
Walmart,1128299,8/17/2023,Southeast,Florida,Orlando,Diet Coke,0.77,"2,060",1586.20,555.17,0.35
Walmart,1128299,8/17/2023,Southeast,Florida,Orlando,Sprite,0.78,"1,890",1474.20,633.91,0.43
Walmart,1128299,8/17/2023,Southeast,Florida,Orlando,Fanta,0.77,"1,430",1101.10,462.46,0.42
Walmart,1128299,8/17/2023,Southeast,Florida,Orlando,Powerade,0.74,"1,430",1058.20,328.04,0.31
Walmart,1128299,8/17/2023,Southeast,Florida,Orlando,Dasani Water,0.81,870,704.70,408.73,0.58
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Coca-Cola,0.58,"1,400",812.00,324.80,0.40
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Diet Coke,0.60,"1,350",810.00,299.70,0.37
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Sprite,0.54,750,405.00,182.25,0.45
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Fanta,0.54,650,351.00,154.44,0.44
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Powerade,0.64,740,473.60,146.82,0.31
Walmart,1128299,9/18/2023,Southeast,Florida,Orlando,Dasani Water,0.51,750,382.50,210.38,0.55
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Coca-Cola,0.47,"1,000",470.00,206.80,0.44
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Diet Coke,0.59,"1,440",849.60,322.85,0.38
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Sprite,0.55,"1,120",616.00,252.56,0.41
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Fanta,0.51,"1,130",576.30,236.28,0.41
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Powerade,0.59,980,578.20,179.24,0.31
Walmart,1128299,10/17/2023,Southeast,Florida,Orlando,Dasani Water,0.65,"1,040",676.00,392.08,0.58
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Coca-Cola,0.52,"1,690",878.80,351.52,0.40
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Diet Coke,0.54,"1,750",945.00,359.10,0.38
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Sprite,0.53,"1,470",779.10,319.43,0.41
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Fanta,0.64,"1,500",960.00,412.80,0.43
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Powerade,0.77,"1,240",954.80,286.44,0.30
Walmart,1128299,11/17/2023,Southeast,Florida,Orlando,Dasani Water,0.86,"1,620",1393.20,821.99,0.59
Walmart,1128299,12/16/2023,Southeast,Florida,Orlando,Coca-Cola,0.72,"2,160",1555.20,622.08,0.40
Walmart,1128299,12/16/2023,Southeast,Florida,Orlando,Diet Coke,0.82,"2,000",1640.00,574.00,0.35
West Soda,1128299,12/16/2023,Southeast,Florida,Orlando,Sprite,0.75,"1,740",1305.00,522.00,0.40
West Soda,1128299,12/16/2023,Southeast,Florida,Orlando,Fanta,0.78,"1,800",1404.00,575.64,0.41
West Soda,1128299,12/16/2023,Southeast,Florida,Orlando,Powerade,0.86,"1,470",1264.20,442.47,0.35
West Soda,1128299,12/16/2023,Southeast,Florida,Orlando,Dasani Water,0.87,"1,560",1357.20,746.46,0.55
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Coca-Cola,0.41,"2,550",1045.50,575.03,0.55
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Diet Coke,0.44,"1,890",831.60,390.85,0.47
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Sprite,0.32,"1,690",540.80,205.50,0.38
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Fanta,0.37,"1,450",536.50,219.97,0.41
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Powerade,0.51,"1,650",841.50,378.68,0.45
West Soda,1185732,1/12/2023,Southeast,Florida,Orlando,Dasani Water,0.44,"1,760",774.40,503.36,0.65
West Soda,1185732,2/10/2023,Southeast,Florida,Orlando,Coca-Cola,0.44,"2,340",1029.60,566.28,0.55
West Soda,1185732,2/10/2023,Southeast,Florida,Orlando,Diet Coke,0.42,"1,380",579.60,284.00,0.49
West Soda,1185732,2/10/2023,Southeast,Florida,Orlando,Sprite,0.33,"1,740",574.20,212.45,0.37
West Soda,1185732,2/10/2023,Northeast,New York,Albany,Fanta,0.37,"1,330",492.10,206.68,0.42
West Soda,1185732,2/10/2023,Northeast,New York,Albany,Powerade,0.50,"1,540",770.00,354.20,0.46
West Soda,1185732,2/10/2023,Northeast,New York,Albany,Dasani Water,0.42,"1,820",764.40,489.22,0.64
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Coca-Cola,0.44,"2,520",1108.80,654.19,0.59
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Diet Coke,0.44,"1,650",726.00,333.96,0.46
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Sprite,0.33,"1,610",531.30,191.27,0.36
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Fanta,0.39,"1,060",413.40,169.49,0.41
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Powerade,0.51,"1,330",678.30,332.37,0.49
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Dasani Water,0.43,"1,610",692.30,415.38,0.60
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Coca-Cola,0.42,"2,480",1041.60,583.30,0.56
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Diet Coke,0.43,"1,470",632.10,284.45,0.45
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Sprite,0.34,"1,520",516.80,186.05,0.36
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Fanta,0.37,"1,350",499.50,204.80,0.41
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Powerade,0.50,"1,240",620.00,291.40,0.47
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Dasani Water,0.41,"1,560",639.60,415.74,0.65
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Coca-Cola,0.50,"2,610",1305.00,783.00,0.60
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Diet Coke,0.53,"1,610",853.30,401.05,0.47
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Sprite,0.49,"1,600",784.00,282.24,0.36
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Fanta,0.47,"1,300",611.00,244.40,0.40
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Powerade,0.56,"1,370",767.20,375.93,0.49
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Dasani Water,0.59,"1,690",997.10,628.17,0.63
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Coca-Cola,0.59,"2,630",1551.70,868.95,0.56
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Diet Coke,0.54,"1,750",945.00,453.60,0.48
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Sprite,0.48,"1,500",720.00,273.60,0.38
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Fanta,0.49,"1,440",705.60,289.30,0.41
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Powerade,0.62,"1,500",930.00,455.70,0.49
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Dasani Water,0.69,"1,810",1248.90,774.32,0.62
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Coca-Cola,0.59,"2,470",1457.30,801.52,0.55
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Diet Coke,0.56,"1,960",1097.60,493.92,0.45
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Sprite,0.51,"1,690",861.90,301.67,0.35
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Fanta,0.53,"1,500",795.00,341.85,0.43
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Powerade,0.62,"1,680",1041.60,479.14,0.46
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Dasani Water,0.66,"1,940",1280.40,832.26,0.65
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Coca-Cola,0.62,"2,500",1550.00,868.00,0.56
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Diet Coke,0.55,"2,100",1155.00,519.75,0.45
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Sprite,0.51,"1,880",958.80,345.17,0.36
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Fanta,0.41,"1,500",615.00,246.00,0.40
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Powerade,0.52,"1,490",774.80,371.90,0.48
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Dasani Water,0.55,"2,180",1199.00,719.40,0.60
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Coca-Cola,0.50,"2,380",1190.00,702.10,0.59
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Diet Coke,0.48,"1,630",782.40,352.08,0.45
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Sprite,0.41,"1,380",565.80,198.03,0.35
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Fanta,0.44,"1,370",602.80,247.15,0.41
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Powerade,0.51,"1,310",668.10,320.69,0.48
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Dasani Water,0.59,"1,560",920.40,552.24,0.60
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Coca-Cola,0.57,"2,080",1185.60,675.79,0.57
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Diet Coke,0.46,"1,560",717.60,330.10,0.46
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Sprite,0.46,"1,370",630.20,252.08,0.40
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Fanta,0.45,"1,350",607.50,249.08,0.41
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Powerade,0.59,"1,500",885.00,415.95,0.47
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Dasani Water,0.64,"1,560",998.40,619.01,0.62
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Coca-Cola,0.56,"2,170",1215.20,668.36,0.55
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Diet Coke,0.49,"1,620",793.80,388.96,0.49
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Sprite,0.45,"1,470",661.50,238.14,0.36
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Fanta,0.47,"1,440",676.80,270.72,0.40
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Powerade,0.62,"1,540",954.80,429.66,0.45
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Dasani Water,0.68,"1,760",1196.80,765.95,0.64
West Soda,1185732,12/8/2023,Northeast,New York,Albany,Coca-Cola,0.59,"2,450",1445.50,838.39,0.58
West Soda,1185732,12/8/2023,Northeast,New York,Albany,Diet Coke,0.51,"1,690",861.90,430.95,0.50
Target,1185732,12/8/2023,Northeast,New York,Albany,Sprite,0.52,"1,630",847.60,330.56,0.39
Target,1185732,12/8/2023,Northeast,New York,Albany,Fanta,0.54,"1,550",837.00,343.17,0.41
Target,1185732,12/8/2023,Northeast,New York,Albany,Powerade,0.60,"1,550",930.00,427.80,0.46
Target,1185732,12/8/2023,Northeast,New York,Albany,Dasani Water,0.69,"1,820",1255.80,803.71,0.64
Target,1185732,1/14/2023,Northeast,New York,Albany,Coca-Cola,0.39,"2,160",842.40,530.71,0.63
Target,1185732,1/14/2023,Northeast,New York,Albany,Diet Coke,0.39,"1,560",608.40,273.78,0.45
Target,1185732,1/14/2023,Northeast,New York,Albany,Sprite,0.29,"1,680",487.20,233.86,0.48
Target,1185732,1/14/2023,Northeast,New York,Albany,Fanta,0.34,"1,310",445.40,209.34,0.47
Target,1185732,1/14/2023,Northeast,New York,Albany,Powerade,0.49,"1,450",710.50,319.73,0.45
Target,1185732,1/14/2023,Northeast,New York,Albany,Dasani Water,0.38,"1,560",592.80,237.12,0.40
Target,1185732,2/12/2023,Northeast,New York,Albany,Coca-Cola,0.37,"2,380",880.60,537.17,0.61
Target,1185732,2/12/2023,Northeast,New York,Albany,Diet Coke,0.37,"1,450",536.50,219.97,0.41
Target,1185732,2/12/2023,Northeast,New York,Albany,Sprite,0.29,"1,430",414.70,203.20,0.49
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Fanta,0.32,"1,230",393.60,188.93,0.48
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Powerade,0.47,"1,450",681.50,279.42,0.41
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Dasani Water,0.38,"1,740",661.20,257.87,0.39
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Coca-Cola,0.38,"2,460",934.80,560.88,0.60
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Diet Coke,0.37,"1,310",484.70,213.27,0.44
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Sprite,0.27,"1,490",402.30,181.04,0.45
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Fanta,0.33,"1,120",369.60,173.71,0.47
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Powerade,0.47,"1,260",592.20,266.49,0.45
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Dasani Water,0.37,"1,650",610.50,225.89,0.37
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Coca-Cola,0.39,"2,080",811.20,502.94,0.62
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Diet Coke,0.39,"1,400",546.00,245.70,0.45
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Sprite,0.28,"1,450",406.00,186.76,0.46
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Fanta,0.33,"1,190",392.70,184.57,0.47
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Powerade,0.47,"1,060",498.20,209.24,0.42
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Dasani Water,0.36,"1,490",536.40,187.74,0.35
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Coca-Cola,0.45,"2,460",1107.00,719.55,0.65
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Diet Coke,0.41,"1,520",623.20,249.28,0.40
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Sprite,0.39,"1,450",565.50,277.10,0.49
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Fanta,0.39,"1,310",510.90,255.45,0.50
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Powerade,0.45,"1,330",598.50,251.37,0.42
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Dasani Water,0.52,"1,560",811.20,324.48,0.40
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Coca-Cola,0.46,"2,470",1136.20,715.81,0.63
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Diet Coke,0.42,"1,680",705.60,289.30,0.41
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Sprite,0.38,"1,310",497.80,224.01,0.45
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Fanta,0.38,"1,400",532.00,250.04,0.47
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Powerade,0.49,"1,350",661.50,291.06,0.44
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Dasani Water,0.50,"1,630",815.00,301.55,0.37
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Coca-Cola,0.48,"2,280",1094.40,700.42,0.64
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Diet Coke,0.44,"1,630",717.20,308.40,0.43
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Sprite,0.38,"1,490",566.20,271.78,0.48
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Fanta,0.39,"1,500",585.00,274.95,0.47
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Powerade,0.48,"1,370",657.60,276.19,0.42
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Dasani Water,0.51,"1,960",999.60,359.86,0.36
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Coca-Cola,0.47,"2,550",1198.50,767.04,0.64
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Diet Coke,0.43,"1,630",700.90,287.37,0.41
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Sprite,0.38,"1,430",543.40,244.53,0.45
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Fanta,0.38,"1,470",558.60,273.71,0.49
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Powerade,0.47,"1,400",658.00,269.78,0.41
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Dasani Water,0.52,"1,960",1019.20,407.68,0.40
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Coca-Cola,0.48,"2,080",998.40,638.98,0.64
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Diet Coke,0.44,"1,500",660.00,283.80,0.43
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Sprite,0.38,"1,370",520.60,239.48,0.46
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Fanta,0.38,"1,350",513.00,251.37,0.49
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Powerade,0.48,"1,250",600.00,258.00,0.43
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Dasani Water,0.52,"1,740",904.80,361.92,0.40
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"2,020",1010.00,646.40,0.64
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Diet Coke,0.44,"1,740",765.60,306.24,0.40
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Sprite,0.42,"1,250",525.00,241.50,0.46
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Fanta,0.41,"1,190",487.90,224.43,0.46
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Powerade,0.54,"1,280",691.20,304.13,0.44
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"1,500",825.00,305.25,0.37
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Coca-Cola,0.53,"2,180",1155.40,704.79,0.61
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Diet Coke,0.42,"1,670",701.40,301.60,0.43
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Sprite,0.42,"1,460",613.20,306.60,0.50
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Fanta,0.42,"1,350",567.00,277.83,0.49
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Powerade,0.51,"1,430",729.30,299.01,0.41
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"1,610",885.50,345.35,0.39
Target,1185732,12/10/2023,West,Wyoming,Cheyenne,Coca-Cola,0.52,"2,240",1164.80,710.53,0.61
Target,1185732,12/10/2023,West,Wyoming,Cheyenne,Diet Coke,0.44,"1,680",739.20,303.07,0.41
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Sprite,0.44,"1,650",726.00,333.96,0.46
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Fanta,0.44,"1,350",594.00,291.06,0.49
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Powerade,0.54,"1,450",783.00,352.35,0.45
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Dasani Water,0.56,"1,740",974.40,350.78,0.36
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Coca-Cola,0.29,910,263.90,121.39,0.46
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Diet Coke,0.36,"1,050",378.00,173.88,0.46
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Sprite,0.39,910,354.90,159.71,0.45
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Fanta,0.38,540,205.20,96.44,0.47
